79I|IsPseudoinverse|Theses/A/VN/Division.lean|ok|none|vn.tex 790.10 Definition. `ta = ceill a = ceilr t` and `at = ceill t = ceilr a`, rendered as the four-fold conjunction with suppProj = ceill and rangeProj = ceilr. Definition, no thesis proof
79I|Pseudoinvertible|Theses/A/VN/Division.lean|ok|none|790.10, the existential half of the Definition
79I|isPseudoinverse_unique|Theses/A/VN/Division.lean|ok|faithful|790.10's embedded claim "when such t exists, it is unique (by mult-cancellation)". Our proof is exactly that: 60VIII `mult_cancellation_2` fed `ta = ceill a = t'a` and `ceill t = ceilr a = ceill t'`
79I|pinv|Theses/A/VN/Division.lean|ok|none|790.10, the notation `a^{~1}`, with junk value 0 off the pseudoinvertible elements
79I|pinv_spec|Theses/A/VN/Division.lean|ok|none|auxiliary, not a transcription: the defining property of the junk-valued `pinv`
79I|rangeProj_star|Theses/A/VN/Division.lean|ok|none|auxiliary, not a transcription: `ceilr (a*) = ceill a`
79I|suppProj_star|Theses/A/VN/Division.lean|ok|none|auxiliary, not a transcription: `ceill (a*) = ceilr a`
79I|suppProj_of_isStarProjection|Theses/A/VN/Division.lean|ok|none|auxiliary, not a transcription: `ceill p = p` for a projection
79I|rangeProj_of_isStarProjection|Theses/A/VN/Division.lean|ok|none|auxiliary, not a transcription: `ceilr p = p` for a projection
79I|suppProj_of_nonneg|Theses/A/VN/Division.lean|ok|none|auxiliary, not a transcription: `ceill x = ceil x` for positive x
79I|suppProj_mul_le|Theses/A/VN/Division.lean|ok|none|auxiliary, not a transcription: `ceill (xy) <= ceill y`
79I|rangeProj_mul_le|Theses/A/VN/Division.lean|ok|none|auxiliary, not a transcription: `ceilr (xy) <= ceilr x`
60VIII|mult_cancellation_left|Theses/A/VN/Division.lean|ok|route|not a fresh transcription: the left-handed mirror of 60VIII `mult-cancellation` (audited in avn-projections), obtained here by starring the right-handed form
79I|IsPartialIsometry|Theses/A/VN/Division.lean|ok|none|790.10's closing sentence "if a^{~1} = a*, we say a is a partial isometry", rendered as `IsPseudoinverse A u (star u)`
79II|pseudoinverse_equivalents|Theses/A/VN/Division.lean|ok|faithful|790.20 Lemma, all six equivalents in the thesis's order and shape. Proof is 790.30 step for step: (5<=>6) by symmetry of the definition, then the two loops (1)->(2)->(5)->(1) and (3)->(4)->(6)->(3) obtained by instantiating the same three private lemmas at the swapped pair, with 60VIII throughout — which is exactly the thesis's "follows along the same lines" and "by the same principles"
79IV|partial_isometry_equivalents|Theses/A/VN/Division.lean|ok|none|790.40 Exercise, all five equivalents. The thesis's sixth clause "iff u* is the pseudoinverse of u" is our clause 1, `IsPartialIsometry`, which is definitionally that. Exercise, no thesis proof
79V|pseudoinverse_basic_1|Theses/A/VN/Division.lean|ok|none|790.50 part 1, both halves (equivalence and the formula for the pseudoinverse of the adjoint). Exercise, no thesis proof
79V|pseudoinverse_basic_2|Theses/A/VN/Division.lean|ok|none|790.50 part 2, with the thesis's hypothesis `ceilr b = ceill a`. Exercise, no thesis proof
79V|pseudoinverse_basic_3|Theses/A/VN/Division.lean|ok|none|790.50 part 3, all three claims. Exercise, no thesis proof
79V|rangeProj_eq_suppProj_of_isSelfAdjoint|Theses/A/VN/Division.lean|ok|none|auxiliary, not a transcription
79V|pinv_isSelfAdjoint|Theses/A/VN/Division.lean|ok|none|auxiliary, not a transcription: the pseudoinverse of a self-adjoint element is self-adjoint
79II|pinv_nonneg|Theses/A/VN/Division.lean|ok|none|auxiliary, not a transcription: the pseudoinverse of a positive element is positive, read off 79II clause 4
79VI|commute_ceil_of_commute|Theses/A/VN/Division.lean|ok|none|auxiliary, not a transcription: whatever commutes with positive a commutes with ceil a
